programa_codigo;programa_descricao;projeto_atividade_codigo;projeto_atividade_descricao;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_despesa_liquidada_rp;valor_pago_rp
103;ESPACOS CULTURAIS, CORPOS ARTISTICOS E ORGAOS COLEGIADOS;4423;FOMENTO A ATIVIDADES ARTISTICAS E CULTURAIS DO PALACIO DA LIBERDADE;2181;FCS;FUNDACAO CLOVIS SALGADO;13538961,84;7794800,4;7753045,54;74719,75;217220,7
104;ENFRENTAMENTO A VULNERABILIDADE NOS TERRITORIOS DE ATUACAO DA FUCAM;4283;EDUCACAO PARA A CIDADANIA E PARA O MUNDO DO TRABALHO EM TERRITORIOS DE ALTA VULNERABILIDADE SOCIAL;2161;FUCAM;FUNDACAO EDUCACIONAL CAIO MARTINS;907040,71;853380,67;831968,42;13633,8;13633,8
104;ENFRENTAMENTO A VULNERABILIDADE NOS TERRITORIOS DE ATUACAO DA FUCAM;4285;INCLUSAO SOCIOPRODUTIVA EM TERRITORIOS DE ALTA VULNERABILIDADE SOCIAL;2161;FUCAM;FUNDACAO EDUCACIONAL CAIO MARTINS;907040,71;853380,67;831968,42;76102,58;56428,7
104;ENFRENTAMENTO A VULNERABILIDADE NOS TERRITORIOS DE ATUACAO DA FUCAM;4515;MANUTENCAO DA OPERACAO DOS CENTROS EDUCACIONAIS;2161;FUCAM;FUNDACAO EDUCACIONAL CAIO MARTINS;907040,71;853380,67;831968,42;19169,3;22993,88
104;PROTECAO DAS AREAS AMBIENTALMENTE CONSERVADAS, DA FAUNA E DA BIODIVERSIDADE FLORESTAL;4363;BOLSA VERDE: CONSERVACAO E AMPLIACAO DA COBERTURA VEGETAL NATIVA;4341;FHIDRO;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;;;;0,0;0,0
105;EDUCACAO INTEGRAL;4313;ENSINO FUNDAMENTAL INTEGRAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;668,25;668,25
105;EDUCACAO INTEGRAL;4314;ENSINO MEDIO INTEGRAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
105;FORMACAO E CAPACITACAO TECNICO-CULTURAL;1062;QUALIFICACAO PROFFISSIONAL E CURSOS COMPLEMENTARES, LIVRES, DE FORMACAO INICIAL E CONTINUADA;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;33302,4;26849,4;26849,18;14041,3;14200,7
105;FORMACAO E CAPACITACAO TECNICO-CULTURAL;4271;FORMACAO E CAPACITACAO PARA O PATRIMONIO CULTURAL;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;173965,3;57739,6;51323,24;1337,69;20384,47
105;FORMACAO E CAPACITACAO TECNICO-CULTURAL;4336;ASSESSORIAS TECNICAS PARA GESTAO DE BIBLIOTECAS E MUSEUS;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;9518,0;2243,5;2243,5;0,0;0,0
105;FORMACAO E CAPACITACAO TECNICO-CULTURAL;4425;ATIVIDADES DE ENSINO E DE EXTENSAO DO CENTRO DE FORMACAO ARTISTICA E TECNOLOGICA - CEFART;2181;FCS;FUNDACAO CLOVIS SALGADO;2398021,66;2183203,25;2180244,43;4119,68;5760,59
106;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4270;MODERNIZACAO, MANUTENCAO E LOGISTICA;2351;UEMG;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
106;ENSINO FUNDAMENTAL;2065;PROVENTOS DOS PROFISSIONAIS DO MAGISTERIO - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
106;ENSINO FUNDAMENTAL;4297;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;1500,0
106;ENSINO FUNDAMENTAL;4299;EDUCACAO ESPECIAL - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;21600,0
106;ENSINO FUNDAMENTAL;4302;MAOS A OBRA - ENSINO FUNADAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;148698,18
106;ENSINO FUNDAMENTAL;4303;ATENDIMENTO AOS MUNICIPIOS MINEIROS;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;1066;ACERVO OU BEM CULTURAL RESTAURADO ENTREGUE;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;24281,24;3880,7;3874,34;1304,7;1286,41
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4276;SALVAGUARDA DO PATRIMONIO CULTURAL;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;784420,82;330301,94;299008,31;230264,33;212332,13
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4278;PROTECAO DO PATRIMONIO CULTURAL;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;784420,82;330301,94;299008,31;100245,87;92828,07
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4279;CONSERVACAO E RESTAURACAO DO PATRIMONIO CULTURAL PROTEGIDO;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;784420,82;330301,94;299008,31;47380,29;127451,65
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4281;VISTORIAS TECNICAS NO PATRIMONIO CULTURAL;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;784420,82;330301,94;299008,31;1889,72;1889,72
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4338;CONSERVACAO PREVENTIVA E CURATIVA, RESTAURACAO, AQUISICAO E GESTAO TECNICA DE ACERVOS;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;105573,78;52922,9;52922,9;6980,95;6980,95
106;PROTECAO E SALVAGUARDA DE ACERVOS E BENS CULTURAIS;4339;ORGANIZACAO, DESCRICAO E PRESERVACAO DE ACERVOS ARQUIVISTICOS;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;105573,78;52922,9;52922,9;0,0;0,0
107;ENSINO MEDIO;4304;DESENVOLVIMENTO DO ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;12048,0
107;ENSINO MEDIO;4308;TRANSPORTE ESCOLAR ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
107;ENSINO MEDIO;4309;MAOS A OBRA - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
108;ACESSO A MERCADOS;4357;AGROEXPORTA - PROMOCAO DO AGRONEGOCIO MINEIRO PARA A EXPORTACAO;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;3587909,5;1132464,5;1126622,58;0,0;0,0
108;ACESSO A MERCADOS;4358;CIRCUITOS DE COMERCIALIZACAO E MERCADOS INSTITUCIONAIS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;3587909,5;1132464,5;1126622,58;585062,0;577441,26
108;ACESSO A MERCADOS;4498;APOIO A AGROINDUSTRIA FAMILIAR;2371;IMA;INSTITUTO MINEIRO DE AGROPECUARIA;34401,09;14660,1;14415,67;35239,84;34851,31
108;EDUCACAO PROFISSIONAL;4203;TRILHAS DE FUTURO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
109;GESTAO DE CERIMONIAL E EVENTOS;2041;CERIMONIAL E EVENTOS;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;10406032,69;4271153,57;4197885,59;1747421,88;3343756,99
109;PROTECAO DA BIODIVERSIDADE E UNIDADES DE CONSERVACAO;4560;BOLSA VERDE - AMPLIACAO E CONSERVACAO DA COBERTURA VEGETAL NATIVA.;4341;FHIDRO;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;;;;0,0;0,0
110;ORGANIZACAO, AVALIACAO E GESTAO ESCOLAR;2062;AVALIACAO EDUCACIONAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;376280,0
110;ORGANIZACAO, AVALIACAO E GESTAO ESCOLAR;4249;TRANSPORTE ESCOLAR;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
110;ORGANIZACAO, AVALIACAO E GESTAO ESCOLAR;4410;MAOS A OBRA;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;1138995,74;2294540,62
110;POLICIA OSTENSIVA;4271;POLICIAMENTO OSTENSIVO GERAL;1251;PMMG;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
110;REGULARIZACAO FUNDIARIA - AMPLIACAO DA SEGURANCA JURIDICA NO CAMPO;4363;REGULARIZACAO FUNDIARIA DE IMOVEIS RURAIS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;2206526,43;1902012,87;1830781,46;1179251,57;1316863,53
111;DESENVOLVIMENTO DAS CADEIAS PRODUTIVAS DA AGROPECUARIA;4383;DESENVOLVIMENTO RURAL SUSTENTAVEL E AGRICULTURA FAMILIAR;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;50313625,11;23433516,26;23427838,78;0,0;2722,93
111;DESENVOLVIMENTO DAS CADEIAS PRODUTIVAS DA AGROPECUARIA;4420;MECANIZACAO NO CAMPO;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;50313625,11;23433516,26;23427838,78;9772649,28;12150394,04
112;CERTIFICACOES E HABILITACOES DE PRODUTOS AGROPECUARIOS E AGROINDUSTRIAIS;4440;CERTIFICACAO DE PRODUTOS E DE PROPRIEDADES AGROPECUARIAS E AGROINDUSTRIAIS;2371;IMA;INSTITUTO MINEIRO DE AGROPECUARIA;83581,36;55535,33;62299,38;48139,34;46198,14
114;INFRAESTRUTURA RURAL E AGRICULTURA SUSTENTAVEL;4393;GESTAO DE BARRAGENS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;54399980,31;22759035,36;22761195,36;770451,53;731750,69
114;INFRAESTRUTURA RURAL E AGRICULTURA SUSTENTAVEL;4394;PROJETO JAIBA;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;54399980,31;22759035,36;22761195,36;454393,2;423210,93
114;INFRAESTRUTURA RURAL E AGRICULTURA SUSTENTAVEL;4396;RECUPERACAO INTEGRADA DA CAPACIDADE PRODUTIVA DAS BACIAS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;54399980,31;22759035,36;22761195,36;0,0;707898,67
114;INFRAESTRUTURA RURAL E AGRICULTURA SUSTENTAVEL;4398;IRRIGA MINAS - AGRICULTURA IRRIGADA SUSTENTAVEL;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;54399980,31;22759035,36;22761195,36;2698010,4;2665634,28
114;INFRAESTRUTURA RURAL E AGRICULTURA SUSTENTAVEL;4419;ESTRADAS E INFRAESTRUTURA RURAL;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;54399980,31;22759035,36;22761195,36;0,0;2000000,0
114;OFERTA DE PROTECAO SOCIOASSISTENCIAL;4447;IMPLANTACAO E MANUTENCAO DE SERVICOS REGIONAIS DE MEDIA E ALTA COMPLEXIDADE;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
115;GESTAO DA INFORMACAO COM USO DE TECNOLOGIA E COMUNICACAO;2052;SUSTENTACAO DO DATA CENTER;1191;SEF;SECRETARIA DE ESTADO DE FAZENDA;;;;0,0;0,0
115;GESTAO DO PROCESSO LEGISLATIVO ESTADUAL SOB A RESPONSABILIDADE DO PODER EXECUTIVO;2042;ACOMPANHAMENTO DO PROCESSO LEGISLATIVO;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;234628,16;175653,88;175653,88;0,0;44155,66
116;MINAS DIGITAL;1100;MANUTENCAO E OPERACIONALIZACAO DAS UNIDADES TECNOLOGICAS;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;;;0,0;0,0
116;MINAS DIGITAL;4498;APOIO A PROJETOS ESPECIAIS;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
117;MOBILIDADE, TRANSPORTES E LOGISTICA;4290;MELHORIA DA MOBILIDADE E INFRAESTRUTURA DE TRANSPORTES EM MINAS GERAIS;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;;;;821879,61;812017,06
117;MOBILIDADE, TRANSPORTES E LOGISTICA;4291;PESQUISA E DESENVOLVIMENTO TECNOLOGICO EM TRANSPORTES, LOGISTICA E MOBILIDADE;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;;;;0,0;48000,0
117;POLITICA PUBLICA DE TRABALHO, EMPREGO E RENDA                                                                           ;4121;ATENDIMENTO AO TRABALHADOR;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
118;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2058;ASSESSORIA DE IMPRENSA;1631;SEC. GERAL;SECRETARIA-GERAL;;;;0,0;0,0
118;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2059;ASSESSORIA DE PUBLICIDADE;1631;SEC. GERAL;SECRETARIA-GERAL;;;;0,0;0,0
118;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2059;ASSESSORIA DE PUBLICIDADE;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;;;;0,0;0,0
118;EDUCACAO E SUCESSAO RURAL;4439;EDUCACAO SANITARIA;2371;IMA;INSTITUTO MINEIRO DE AGROPECUARIA;47528,39;38471,21;38638,91;98371,16;89750,62
119;APOIO AO DESENVOLVIMENTO MUNICIPAL E A COORDENACAO DAS TRANSFERENCIAS ESTADUAIS DE RECURSOS FINANCEIROS;2043;FISCALIZACAO DOS INSTRUMENTOS DE REPASSES DE RECURSOS NO AMBITO DO PROGRAMA DE APOIO AO DESENVOLVIME;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;140806560,88;139240831,84;17152475,82;12017,05;109656,35
119;APOIO AO DESENVOLVIMENTO MUNICIPAL E A COORDENACAO DAS TRANSFERENCIAS ESTADUAIS DE RECURSOS FINANCEIROS;2045;EXECUCAO DO PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;140806560,88;139240831,84;17152475,82;503202,85;6443086,57
120;GESTAO AMBIENTAL E SANEAMENTO;4348;GESTAO AMBIENTAL;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;;;;0,0;0,0
120;GESTAO E DESENVOLVIMENTO SUSTENTAVEL DE RECURSOS HIDRICOS;4505;COBRANCA PELO USO DE RECURSOS HIDRICOS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;;;;0,0;1473982,58
120;PRODUCAO E VEICULACAO DO DIARIO OFICIAL ELETRONICO MINAS GERAIS;2044;PRODUCAO, MODERNIZACAO E AMPLIACAO DO ACESSO AO ACERVO DO DOMG-E;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;577042,77;440531,84;437869,03;3807,2;111723,49
121;ACESSO E ALCANCE A COMUNICACAO DE INTERESSE PUBLICO;4298;DISPONIBILIZACAO E MANUTENCAO DO SINAL DE RETRANSMISSAO DE TV NO INTERIOR DO ESTADO E REGIAO METROPO;2211;TV MINAS;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;1166228,97;771887,66;673813,81;73506,43;41976,17
121;ACESSO E ALCANCE A COMUNICACAO DE INTERESSE PUBLICO;4299;GESTAO E MANUTENCAO DOS SISTEMAS DE TRANSMISSAO VIA SATELITE E OPERACAO DE TV;2211;TV MINAS;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;1166228,97;771887,66;673813,81;70280,89;73560,71
121;ACESSO E ALCANCE A COMUNICACAO DE INTERESSE PUBLICO;4302;PRODUCAO E VEICULACAO TELEVISIVA DE PROGRAMACAO DE CARATER CULTURAL, INFORMATIVO, EDUCATIVO E DE ENT;2211;TV MINAS;FUNDACAO TV MINAS CULTURAL E EDUCATIVA;1166228,97;771887,66;673813,81;0,0;956,8
121;FORMACAO E CAPACITACAO CULTURAL E ARTISTICA;4610;FORMACAO TECNICA EM CONSERVACAO E RESTAURACAO DE BENS CULTURAIS MOVEIS;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;;;;0,0;0,0
122;FORTALECIMENTO DA GESTAO DAS TRANSFERENCIAS ESTADUAIS;2050;GESTAO, OTIMIZACAO E MANUTENCAO DOS REGULAMENTOS E SISTEMAS DE COORDENACAO E OPERACIONALIZACAO DAS T;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;5347924,78;3216000,38;2302031,27;1402990,3;3584716,09
122;FORTALECIMENTO DA GESTAO DAS TRANSFERENCIAS ESTADUAIS;2051;GESTAO E OPERACIONALIZACAO DE EMENDAS PARLAMENTARES ESTADUAIS;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;5347924,78;3216000,38;2302031,27;199981,0;467022,19
124;PROMOCAO DO DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;4320;DISTRIBUICAO DE LEITE ADQUIRIDO DA AGRICULTURA FAMILIAR, PARA BENEFICIARIOS EM INSEGURANCA ALIMENTAR;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;8116179,15;4101183,17;4101738,58;4830697,9;4830697,9
124;PROMOCAO DO DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;4323;APOIO AS FEIRAS LIVRES PARA AMPLIAR A GERACAO DE RENDA E DESENVOLVIMENTO ECONOMICO LOCAL;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;8116179,15;4101183,17;4101738,58;57820,5;57195,42
124;PROMOCAO DO DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;4325;PROMOCAO DO DESENVOLVIMENTO SOCIOECONOMICO DO NORTE E NORDESTE DE MINAS GERAIS;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;8116179,15;4101183,17;4101738,58;121430,42;121092,3
124;PROMOCAO DO DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;4516;APOIO A MECANIZACAO DA PRODUCAO AGRICOLA;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;8116179,15;4101183,17;4101738,58;4362425,74;4308841,73
124;PROMOCAO E DIFUSAO CULTURAL;4616;DIFUSAO DO PATRIMONIO CULTURAL E DA ARTE CONTEMPORANEA;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;;;;0,0;0,0
125;POLITICA DE REGULARIZACAO FUNDIARIA E DE GESTAO DE IMOVEIS;1082;MINAS REURB SEDE;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5828665,75;1505411,17;1477807,47;597846,16;597846,16
125;POLITICA DE REGULARIZACAO FUNDIARIA E DE GESTAO DE IMOVEIS;1083;DISCRIMINACAO E ARRECADACAO DE TERRAS E GESTAO DOS ARRENDAMENTOS;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5828665,75;1505411,17;1477807,47;13928,75;13924,99
125;POLITICA DE REGULARIZACAO FUNDIARIA E DE GESTAO DE IMOVEIS;1097;SEGURANCA HIDRICA NA RMBH;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5828665,75;1505411,17;1477807,47;20283035,7;19068078,07
125;POLITICA DE REGULARIZACAO FUNDIARIA E DE GESTAO DE IMOVEIS;4482;GESTAO DE ATIVOS IMOBILIARIOS ALIENAVEIS - SEDE;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5828665,75;1505411,17;1477807,47;304907,65;303359,34
125;POLITICA DE REGULARIZACAO FUNDIARIA E DE GESTAO DE IMOVEIS;4528;MINAS REURB ARMVA;2461;ARMVA;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO;2447802,52;636984,67;511219,92;368498,61;356474,36
127;AMPLIACAO E MELHORIA DA QUALIDADE DOS SERVICOS DE ATENDIMENTO AO TRABALHADOR;4570;IMPLANTACAO, MELHORIA E MANUTENCAO DAS UNIDADES DE ATENDIMENTO SINE;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
127;INCLUSAO PRODUTIVA PARA O MUNDO DO TRABALHO;4570;IMPLANTACAO, MELHORIA E MANUTENCAO DOS SERVICOS DE ATENDIMENTO AO TRABALHADOR;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
128;PROGRAMA DE APOIO A AMPLIACAO E A MELHORIA DOS SISTEMAS PRISIONAL E SOCIOEDUCATIVO;1046;APOIO A ESTRUTURACAO E AO REAPARELHAMENTO DE UNIDADES PRISIONAIS E SOCIOEDUCATIVAS;4141;FPE;FUNDO PENITENCIARIO ESTADUAL;123226,75;0,0;0,0;340572,03;155231,68
129;PREVENCAO A CRIMINALIDADE;4344;PREVENCAO SOCIAL AS VIOLENCIAS E CRIMINALIDADES;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;28922277,53;14611582,55;14404575,23;267100,71;603757,8
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;1047;MODERNIZACAO E EXPANSAO DO SISTEMA PRISIONAL - REPARACAO BRUMADINHO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;661581,93;825608,48
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;1048;MODERNIZACAO E EXPANSAO DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;4289238,22;12702355,43
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;4348;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;99385367,92;97264412,6
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;4350;MANUTENCAO E AMPLIACAO DO MONITORAMENTO ELETRONICO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;2496645,81;2254672,68
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;4351;MANUTENCAO E IMPLANTACAO DE METODOLOGIA DE CUSTODIAS ALTERNATIVAS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;0,0;189868,15
130;INFRAESTRUTURA DO SISTEMA PRISIONAL;4353;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;634697473,86;409266717,6;374870137,81;5122186,38;5444542,56
131;ARTICULACAO INTERFEDERATIVA,  ATRACAO DE INVESTIMENTOS, CAPTACAO E TRANSFERENCIA DE RECURSOS E PARCERIAS;2062;REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM BRASILIA;1721;SCC;SECRETARIA DE ESTADO DA CASA CIVIL;794658,84;765312,71;631880,27;53344,44;45232,55
131;ARTICULACAO INTERFEDERATIVA,  ATRACAO DE INVESTIMENTOS, CAPTACAO E TRANSFERENCIA DE RECURSOS E PARCERIAS;2066;MINAS INTERNACIONAL;1721;SCC;SECRETARIA DE ESTADO DA CASA CIVIL;794658,84;765312,71;631880,27;0,0;4483,5
131;ARTICULACAO INTERFEDERATIVA,  ATRACAO DE INVESTIMENTOS, CAPTACAO E TRANSFERENCIA DE RECURSOS E PARCERIAS;2070;COORDENACAO DO PROCESSO DE CAPTACAO DE RECURSOS E PARCERIAS, MONITORAMENTO DE CONVENIOS DE ENTRADA,;1721;SCC;SECRETARIA DE ESTADO DA CASA CIVIL;794658,84;765312,71;631880,27;69408,97;160095,3
132;MINAS EMPREENDEDORA: ESTADO MAIS SIMPLES E LIVRE PARA SE EMPREENDER;1071;MINAS LIVRE PARA CRESCER;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;1186463,27;743413,73;692605,8;72373,7;72137,77
132;MINAS EMPREENDEDORA: ESTADO MAIS SIMPLES E LIVRE PARA SE EMPREENDER;1072;DESENVOLVIMENTO DOS ARRANJOS PRODUTIVOS LOCAIS;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;1186463,27;743413,73;692605,8;2494,58;2434,34
132;MINAS EMPREENDEDORA: ESTADO MAIS SIMPLES E LIVRE PARA SE EMPREENDER;1073;FOMENTO AOS PEQUENOS NEGOCIOS;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;1186463,27;743413,73;692605,8;31325,06;26472,9
132;MINAS EMPREENDEDORA: ESTADO MAIS SIMPLES E LIVRE PARA SE EMPREENDER;4474;ARTESANATO EMPREENDEDOR;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;1186463,27;743413,73;692605,8;119115,02;119079,56
133;MINAS GERACAO DE VALOR;1075;FONTES RENOVAVEIS DE ENERGIA;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5057845,55;4971112,65;4970669,69;38356,12;38356,12
133;MINAS GERACAO DE VALOR;1076;REGULACAO DO GAS NATURAL E DERIVADOS;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5057845,55;4971112,65;4970669,69;0,0;0,0
133;MINAS GERACAO DE VALOR;1077;GESTAO DA POLITICA MINERARIA;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;5057845,55;4971112,65;4970669,69;2601,72;2483,27
